OPOName,OTCName,OTCServiceList,OPOProvider#,Address,City,State,ZIP,OPOTelephone#,OTCCode,Address,City,ZIP,OrganTransplantationCenterServiceTypeDescription,CommonRegionCode,CommonRegionName,CommonStateName,CommonStateAbbreviation,CommonStateFIPSCode,CommonStateCountyFIPSCode,CommonCountyName,CommonCityNamewithStateAbbreviation,CommonCongressionalDistrictName,CommonCongressNumberText,CommonStateFIPSCodeCongressionalDistrictNumber,CommonPostalCode,Longitude,Latitude,DataWarehouseRecordCreateDate,DataWarehouseRecordCreateDateText
Southwest Transplant Alliance,University of Texas Medical Branch at Galveston," Heart, Kidney, Liver, Pancreas",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXJS,301 University Blvd,Galveston,77555,Pancreas,6,Region 6,Texas,TX,48,48167,"Galveston County, TX","Galveston, TX",Texas District 14,115,4814,77555,-94.77482918,29.31133337,10/25/2018,10/25/2018
Southwest Transplant Alliance,University of Texas Medical Branch at Galveston," Heart, Kidney, Liver, Pancreas",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXJS,301 University Blvd,Galveston,77555,Liver,6,Region 6,Texas,TX,48,48167,"Galveston County, TX","Galveston, TX",Texas District 14,115,4814,77555,-94.77482918,29.31133337,10/25/2018,10/25/2018
Southwest Transplant Alliance,University of Texas Medical Branch at Galveston," Heart, Kidney, Liver, Pancreas",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXJS,301 University Blvd,Galveston,77555,Heart,6,Region 6,Texas,TX,48,48167,"Galveston County, TX","Galveston, TX",Texas District 14,115,4814,77555,-94.77482918,29.31133337,10/25/2018,10/25/2018
Southwest Transplant Alliance,Las Palmas Medical Center, Kidney,45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXLP,1801 N Oregon St,El Paso,79902,Kidney,6,Region 6,Texas,TX,48,48141,"El Paso County, TX","El Paso, TX",Texas District 16,115,4816,79902,-106.4985737,31.77021339,10/25/2018,10/25/2018
Southwest Transplant Alliance,Methodist Dallas Medical Center," Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXMC,1441 N Beckley Ave,Dallas,75203,Kidney,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75203,-96.82305363,32.76155502,10/25/2018,10/25/2018
Southwest Transplant Alliance,Methodist Dallas Medical Center," Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXMC,1441 N Beckley Ave,Dallas,75203,Pancreas,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75203,-96.82305363,32.76155502,10/25/2018,10/25/2018
Southwest Transplant Alliance,Methodist Dallas Medical Center," Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXMC,1441 N Beckley Ave,Dallas,75203,Liver,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75203,-96.82305363,32.76155502,10/25/2018,10/25/2018
Southwest Transplant Alliance,Methodist Dallas Medical Center," Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXMC,1441 N Beckley Ave,Dallas,75203,Vascularized Composite Allograft (VCA),6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75203,-96.82305363,32.76155502,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Houston Methodist Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXMH,6565 Fannin St,Houston,77030,Kidney,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40025742,29.71027603,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Houston Methodist Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXMH,6565 Fannin St,Houston,77030,Pancreas,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40025742,29.71027603,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Houston Methodist Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXMH,6565 Fannin St,Houston,77030,Pancreas Islet,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40025742,29.71027603,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Houston Methodist Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXMH,6565 Fannin St,Houston,77030,Liver,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40025742,29.71027603,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Houston Methodist Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXMH,6565 Fannin St,Houston,77030,Intestine,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40025742,29.71027603,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Houston Methodist Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXMH,6565 Fannin St,Houston,77030,Heart,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40025742,29.71027603,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Houston Methodist Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXMH,6565 Fannin St,Houston,77030,Lung,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40025742,29.71027603,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Houston Methodist Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXMH,6565 Fannin St,Houston,77030,Vascularized Composite Allograft (VCA),6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40025742,29.71027603,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Medical City Fort Worth," Kidney, Liver, Pancreas",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXPL,900 9th Ave,Fort Worth,76104,Kidney,6,Region 6,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,-97.34582316,32.73485433,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Medical City Fort Worth," Kidney, Liver, Pancreas",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXPL,900 9th Ave,Fort Worth,76104,Pancreas,6,Region 6,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,-97.34582316,32.73485433,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Medical City Fort Worth," Kidney, Liver, Pancreas",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXPL,900 9th Ave,Fort Worth,76104,Liver,6,Region 6,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,-97.34582316,32.73485433,10/25/2018,10/25/2018
Southwest Transplant Alliance,Parkland Health and Hospital System, Kidney,45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXPM,5200 Harry Hines Blvd,Dallas,75235,Kidney,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,-96.83693249,32.81181728,10/25/2018,10/25/2018
Texas Organ Sharing Alliance,Christus Santa Rosa Hospital Medical Center, Kidney,45P004,8122 Datapoint Dr Ste 200,San Antonio,TX,78229-3264,210-614-7030,TXRM,2827 Babcock Rd,San Antonio,78229,Kidney,6,Region 6,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,-98.59153235,29.51230944,10/25/2018,10/25/2018
Southwest Transplant Alliance,UT Southwestern Medical Center/William P. Clements Jr. University Hospital," Heart, Kidney, Liver, Lung",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXSP,6201 Harry Hines Blvd,Dallas,75235,Kidney,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,-96.84713576,32.81968811,10/25/2018,10/25/2018
Southwest Transplant Alliance,UT Southwestern Medical Center/William P. Clements Jr. University Hospital," Heart, Kidney, Liver, Lung",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXSP,6201 Harry Hines Blvd,Dallas,75235,Liver,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,-96.84713576,32.81968811,10/25/2018,10/25/2018
Southwest Transplant Alliance,UT Southwestern Medical Center/William P. Clements Jr. University Hospital," Heart, Kidney, Liver, Lung",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXSP,6201 Harry Hines Blvd,Dallas,75235,Heart,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,-96.84713576,32.81968811,10/25/2018,10/25/2018
Southwest Transplant Alliance,UT Southwestern Medical Center/William P. Clements Jr. University Hospital," Heart, Kidney, Liver, Lung",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXSP,6201 Harry Hines Blvd,Dallas,75235,Lung,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,-96.84713576,32.81968811,10/25/2018,10/25/2018
Southwest Transplant Alliance,Scott and White Memorial Hospital," Heart, Kidney, Pancreas",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXSW,2401 S 31st St,Temple,76508,Kidney,6,Region 6,Texas,TX,48,48027,"Bell County, TX","Temple, TX",Texas District 31,115,4831,76508,-97.36582017,31.07887494,10/25/2018,10/25/2018
Southwest Transplant Alliance,Scott and White Memorial Hospital," Heart, Kidney, Pancreas",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXSW,2401 S 31st St,Temple,76508,Pancreas,6,Region 6,Texas,TX,48,48027,"Bell County, TX","Temple, TX",Texas District 31,115,4831,76508,-97.36582017,31.07887494,10/25/2018,10/25/2018
Southwest Transplant Alliance,Scott and White Memorial Hospital," Heart, Kidney, Pancreas",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXSW,2401 S 31st St,Temple,76508,Heart,6,Region 6,Texas,TX,48,48027,"Bell County, TX","Temple, TX",Texas District 31,115,4831,76508,-97.36582017,31.07887494,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Texas Children's Hospital," Heart, Kidney, Liver, Lung",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXTC,6621 Fannin St,Houston,77030,Kidney,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40145996,29.7087966,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Texas Children's Hospital," Heart, Kidney, Liver, Lung",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXTC,6621 Fannin St,Houston,77030,Liver,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40145996,29.7087966,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Texas Children's Hospital," Heart, Kidney, Liver, Lung",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXTC,6621 Fannin St,Houston,77030,Heart,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40145996,29.7087966,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Texas Children's Hospital," Heart, Kidney, Liver, Lung",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXTC,6621 Fannin St,Houston,77030,Lung,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.40145996,29.7087966,10/25/2018,10/25/2018
Southwest Transplant Alliance,Baylor University Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXTX,3410 Worth St Ste 950,Dallas,75246,Kidney,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75246,-96.77928498,32.78836127,10/25/2018,10/25/2018
Southwest Transplant Alliance,Baylor University Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXTX,3410 Worth St Ste 950,Dallas,75246,Pancreas,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75246,-96.77928498,32.78836127,10/25/2018,10/25/2018
Southwest Transplant Alliance,Baylor University Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXTX,3410 Worth St Ste 950,Dallas,75246,Pancreas Islet,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75246,-96.77928498,32.78836127,10/25/2018,10/25/2018
Southwest Transplant Alliance,Baylor University Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXTX,3410 Worth St Ste 950,Dallas,75246,Liver,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75246,-96.77928498,32.78836127,10/25/2018,10/25/2018
Southwest Transplant Alliance,Baylor University Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXTX,3410 Worth St Ste 950,Dallas,75246,Intestine,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75246,-96.77928498,32.78836127,10/25/2018,10/25/2018
Southwest Transplant Alliance,Baylor University Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXTX,3410 Worth St Ste 950,Dallas,75246,Heart,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75246,-96.77928498,32.78836127,10/25/2018,10/25/2018
Southwest Transplant Alliance,Baylor University Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXTX,3410 Worth St Ste 950,Dallas,75246,Lung,6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75246,-96.77928498,32.78836127,10/25/2018,10/25/2018
Southwest Transplant Alliance,Baylor University Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",45P002,3710 Rawlins St Ste 1100,Dallas,TX,75219-6405,214-522-0255,TXTX,3410 Worth St Ste 950,Dallas,75246,Vascularized Composite Allograft (VCA),6,Region 6,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75246,-96.77928498,32.78836127,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Michael E. DeBakey VA Medical Center," Kidney, Liver",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXVA,2002 Holcombe Blvd,Houston,77030,Kidney,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.38874759,29.70651008,10/25/2018,10/25/2018
LifeGift Organ Donation Center,Michael E. DeBakey VA Medical Center," Kidney, Liver",45P003,2510 Westridge St,Houston,TX,77054-1508,713-523-4438,TXVA,2002 Holcombe Blvd,Houston,77030,Liver,6,Region 6,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,-95.38874759,29.70651008,10/25/2018,10/25/2018
Intermountain Donor Services,Intermountain Medical Center," Heart, Kidney, Liver, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTLD,5171 S Cottonwood St,Murray,84107,Kidney,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Murray, UT",Utah District 04,115,4904,84107,-111.8943306,40.65882831,10/25/2018,10/25/2018
Intermountain Donor Services,Intermountain Medical Center," Heart, Kidney, Liver, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTLD,5171 S Cottonwood St,Murray,84107,Pancreas,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Murray, UT",Utah District 04,115,4904,84107,-111.8943306,40.65882831,10/25/2018,10/25/2018
Intermountain Donor Services,Intermountain Medical Center," Heart, Kidney, Liver, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTLD,5171 S Cottonwood St,Murray,84107,Liver,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Murray, UT",Utah District 04,115,4904,84107,-111.8943306,40.65882831,10/25/2018,10/25/2018
Intermountain Donor Services,Intermountain Medical Center," Heart, Kidney, Liver, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTLD,5171 S Cottonwood St,Murray,84107,Heart,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Murray, UT",Utah District 04,115,4904,84107,-111.8943306,40.65882831,10/25/2018,10/25/2018
Intermountain Donor Services,University of Utah Medical Center," Heart, Kidney, Liver, Lung, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTMC,30 N 1900 E Room Ac 144,Salt Lake City,84132,Kidney,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Salt Lake City, UT",Utah District 02,115,4902,84132,-111.8347774,40.76805739,10/25/2018,10/25/2018
Intermountain Donor Services,University of Utah Medical Center," Heart, Kidney, Liver, Lung, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTMC,30 N 1900 E Room Ac 144,Salt Lake City,84132,Pancreas,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Salt Lake City, UT",Utah District 02,115,4902,84132,-111.8347774,40.76805739,10/25/2018,10/25/2018
Intermountain Donor Services,University of Utah Medical Center," Heart, Kidney, Liver, Lung, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTMC,30 N 1900 E Room Ac 144,Salt Lake City,84132,Liver,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Salt Lake City, UT",Utah District 02,115,4902,84132,-111.8347774,40.76805739,10/25/2018,10/25/2018
Intermountain Donor Services,University of Utah Medical Center," Heart, Kidney, Liver, Lung, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTMC,30 N 1900 E Room Ac 144,Salt Lake City,84132,Heart,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Salt Lake City, UT",Utah District 02,115,4902,84132,-111.8347774,40.76805739,10/25/2018,10/25/2018
Intermountain Donor Services,University of Utah Medical Center," Heart, Kidney, Liver, Lung, Pancreas",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTMC,30 N 1900 E Room Ac 144,Salt Lake City,84132,Lung,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Salt Lake City, UT",Utah District 02,115,4902,84132,-111.8347774,40.76805739,10/25/2018,10/25/2018
Intermountain Donor Services,Primary Children's Hospital," Heart, Kidney, Liver",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTPC,100 N Mario Capecchi Dr,Salt Lake City,84113,Kidney,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Salt Lake City, UT",Utah District 02,115,4902,84113,-111.8403537,40.77147811,10/25/2018,10/25/2018
Intermountain Donor Services,Primary Children's Hospital," Heart, Kidney, Liver",46P001,230 S 500 E Ste 290,Salt Lake City,UT,84102-2047,801-521-1755,UTPC,100 N Mario Capecchi Dr,Salt Lake City,84113,Liver,8,Region 8,Utah,UT,49,49035,"Salt Lake County, UT","Salt Lake City, UT",Utah District 02,115,4902,84113,-111.8403537,40.77147811,10/25/2018,10/25/2018
